Category,Conductivity (MSm-1),Density (g cm-3),Specific Conductivity (kS m2/kg),Electrical Anisotropy,Alignment figure of merit,Alignment method,Alignment FWHM,FWHM type,Raman G:D,Raman wavelength,(10^-12)*G:D λ^4,Doped or Acid Exposure (Yes/ No),Tensile Strength (MPa),Specific Strength (N/Tex),Young's Modulus (GPa),Uber Parameter,Specific Uber Parameter,CNT Diameter (nm),Plottable CNT Diameter (nm),Date Entered and Checked,Notes,Year,Production Process,Post Process,Intentionally added intercalation dope,Host Conductivity (MSm-1),Sorted Status,Bulk Fiber Diameter (microns),G Peak Position (cm-1),Thermal Conductivity (W/(m K)),T Star (K),R value at lowest temp,R value at 4.2 K,R value at 10 K,R value at 77 K,R value at 300 K,R(300K)/R(4.2K),R(300K)/R(10K),Reference,Log Conductivity,Log Density,Log Specific Conductivity,Log Tensile Strength,Log Specific Strength,Log Youngs Modulus,Log Raman G:D Ratio,Log Raman (10^-12)*G:D λ^4,Log CNT Diameter,Log Fiber Diameter,Log Thermal Conductivity,Log (R(300K)/R(4.2)),Log (R(300K)/R(10)),Log Host Conductivity,Ampacity Measurement Config,Medium 1,Substrate,Absolute I max (mA),Absolute J max (A/m2),Specific J max (mA/tex),Absolute J failure (A/m2,Specific J failure (mA/tex),Breakdown Temp (oC),Medium 2,Substrate 2,Absolute I max (mA).1,Absolute J max (A/m2).1,Specific J max (mA/tex).1,Absolute J failure (A/m2.1,Specific J failure (mA/tex).1,Probe separation for Electrical conductivity (microns),Probe separation for Ampacity (microns),Notes on ampacity,Substrate for ampacity (Yes/No),Notes on substrate,Log (Jmax in Air (A/m2)),Log (Jmax in Vacuum(A/m2)),Bulk fibre diameter (nm),Log (Bulk fibre diameter (nm)),Effective diameter for ampacity (nm),Log (Effective diameter for ampacity (nm)),Notes on diameter,Category 2,Diameter Regime,Log (Probe separation for ampacity (microns)),Probe separation regime
Unaligned Few-wall CNTs,0.00179,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,785,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.40000,1.40000,20200510,Semi NanoIntegris,2017.0,Buckypaper,As-is,,,Semiconducting ,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,9.82577,1.19216,0.05599,0.00150,0.00056,0.00047,0.01000,2017 Extreme Magneto-transport of Bulk Carbon Nanotubes in Sorted Electronic Concentrations and Aligned High Performance Fiber,-2.7480916031,,,,,,,,0.1461280357,,,-3.3282442748,-2.0,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1.40000,0.14613,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,0.04864,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,785,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.40000,1.40000,20200510,Unsorted NanoIntegris,2017.0,Buckypaper,As-is,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.00185,0.00029,0.00012,0.00003,0.00002,0.07161,0.17244,2017 Extreme Magneto-transport of Bulk Carbon Nanotubes in Sorted Electronic Concentrations and Aligned High Performance Fiber,-1.3129770992,,,,,,,,0.1461280357,,,-1.1450381679,-0.7633587786,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1.40000,0.14613,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,0.06221,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,785,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.40000,1.40000,20200510,Metallic NanoIntegris,2017.0,Buckypaper,As-is,,,Metallic,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.00023,0.00010,0.00006,0.00002,0.00002,0.15518,0.28209,2017 Extreme Magneto-transport of Bulk Carbon Nanotubes in Sorted Electronic Concentrations and Aligned High Performance Fiber,-1.2061068702,,,,,,,,0.1461280357,,,-0.8091603053,-0.5496183206,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1.40000,0.14613,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,0.05055,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,785,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.40000,1.40000,20200510,Doped Semi NanoIntegris,2017.0,Buckypaper,Doped,HNO3,0.00179,Semiconducting ,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.00020,0.00020,0.00008,0.00003,0.00002,0.09859,0.24484,2017 Extreme Magneto-transport of Bulk Carbon Nanotubes in Sorted Electronic Concentrations and Aligned High Performance Fiber,-1.2962962963,,,,,,,,0.1461280357,,,-1.0061728395,-0.6111111111,-2.7480916031,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1.40000,0.14613,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,0.20645,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,785,,Yes,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.40000,1.40000,20200510,Doped Unsorted NanoIntegris,2017.0,Buckypaper,Doped,HNO3,0.04864,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.00001,0.00001,0.00001,0.00001,0.00000,0.47080,0.56635,2017 Extreme Magneto-transport of Bulk Carbon Nanotubes in Sorted Electronic Concentrations and Aligned High Performance Fiber,-0.6851851852,,,,,,,,0.1461280357,,,-0.3271604938,-0.2469135802,-1.3129770992,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1.40000,0.14613,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,0.00174,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.63371,633,0.10174,No,105.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,10.00000,10.00000,20210320,NC7000,2017.0,Buckypaper,As-is,,,Unsorted,Not Reported/ Can not calculate,1562.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.00219,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.97259,0.82018,,,2017 Free-standing films from chirality-controlled carbon nanotubes,-2.7592659062,,,2.0211892991,,,-0.1981069989,-0.9924921588,1.0,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,10.00000,1.0,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,0.00233,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,2.31481,633,0.37165,No,85.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,42.00000,42.00000,20210320,Carpet,2017.0,Buckypaper,As-is,,,Unsorted,Not Reported/ Can not calculate,1555.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.99781,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.65132,0.37500,,,2017 Free-standing films from chirality-controlled carbon nanotubes,-2.6320232147,,,1.9294189257,,,0.3645162532,-0.4298689067,1.6232492904,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,42.00000,1.62325,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,0.00433,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,22.22222,633,3.56781,No,122.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.81000,0.81000,20210320,"(6,5)",2017.0,Buckypaper,As-is,,,Semiconducting ,Not Reported/ Can not calculate,1566.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.91118,0.84211,,,2017 Free-standing films from chirality-controlled carbon nanotubes,-2.3631779024,,,2.0863598307,,,1.3467874862,0.5524023263,-0.0915149811,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,0.81000,-0.09151,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Unaligned Few-wall CNTs,0.01944,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,30.30303,633,4.86520,No,117.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.87000,0.87000,20210320,"(7,6)",2017.0,Buckypaper,As-is,,,Semiconducting ,Not Reported/ Can not calculate,1566.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.89474,0.73465,,,2017 Free-standing films from chirality-controlled carbon nanotubes,-1.7112044608,,,2.0681858617,,,1.4814860601,0.6871009002,-0.0604807474,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,0.87000,-0.06048,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Multiwall CNTs,0.05730,3.59000,0.01500,Not Reported/ Can not calculate,4.5,Raman G peak anisotropy,33.8,X ray,1.35000,785,0.51264,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200713,TypeA film after degassing,2017.0,Floating Catalyst,Degassed,,,Unsorted,Not Reported/ Can not calculate,1578.70000,110.00000,239.00000,0.01368,0.01281,0.01193,0.00838,0.00700,0.54631,0.58680,2017 High thermal conductivities of carbon nanotube films and micro-fibres and their dependence on morphology,-1.241845378,0.5550944486,-1.8239087409,,,,0.1303337685,-0.2901876045,,,2.0413926852,-0.2625603722,-0.2315072407,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,9850.00000,3.99344,9850.00000,3.99344,,CNT,large,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,0.08600,0.31500,0.27520,Not Reported/ Can not calculate,5.1,Raman G peak anisotropy,26,X ray,3.57000,785,1.35565,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.9--3.3,2.10000,20200713,"Floating Cat type B as is film /  after degassing, also has a XRD Chebyshev’s polynomial of 0.63",2017.0,Floating Catalyst,Degassed,,,Unsorted,Not Reported/ Can not calculate,1582.80000,67.00000,254.30000,0.01217,0.01071,0.00900,0.00518,0.00365,0.34111,0.40612,2017 High thermal conductivities of carbon nanotube films and micro-fibres and their dependence on morphology,-1.0655015488,-0.5016894462,-0.5603515704,,,,0.5526682161,0.1321468431,0.3222192947,,1.8260748027,-0.4671044093,-0.3913485469,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,8200.00000,3.91381,8200.00000,3.91381,,CNT,large,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,0.02300,0.21400,0.10750,Not Reported/ Can not calculate,6.7,Raman G peak anisotropy,30.18,X ray,20.00000,785,7.59467,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.9--2.5,1.70000,20200713,Floating Cat type C as is film /  after degassing,2017.0,Floating Catalyst,Degassed,,,Unsorted,Not Reported/ Can not calculate,1576.00000,30.00000,Not Reported/ Can not calculate,0.03077,0.02452,0.01972,0.01160,0.00932,0.38022,0.47277,2017 High thermal conductivities of carbon nanotube films and micro-fibres and their dependence on morphology,-1.638272164,-0.6695862267,-0.9685915357,,,,1.3010299957,0.8805086226,0.2304489214,,1.4771212547,-0.4199669702,-0.3253468114,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1.70000,0.23045,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,0.00713,0.04700,0.15290,Not Reported/ Can not calculate,7.7,Raman G peak anisotropy,26.9,X ray,16.66667,785,6.32889,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,0.9--3.0,1.95000,20200713,Floating Cat type D as is film /  after degassing,2017.0,Floating Catalyst,Degassed,,,Unsorted,Not Reported/ Can not calculate,1585.30000,7.00000,285.10000,0.02004,0.01783,0.01524,0.00921,0.00676,0.37949,0.44383,2017 High thermal conductivities of carbon nanotube films and micro-fibres and their dependence on morphology,-2.1469104701,-1.3279021421,-0.8155925146,,,,1.2218487496,0.8013273766,0.2900346114,,0.84509804,-0.4208041357,-0.3527843041,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,1.95000,0.29003,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,Not Reported/ Can not calculate,0.64433,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,1.35000,785,0.51264,No,451.03093,0.70000,26.61082,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200713,Type A fiber,2017.0,Floating Catalyst,Degassed,,,Unsorted,9.85000,1578.70000,630.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2017 High thermal conductivities of carbon nanotube films and micro-fibres and their dependence on morphology,,-0.1908917169,,2.6542063231,-0.15490196,1.4250583347,0.1303337685,-0.2901876045,,0.9934362305,2.7993405495,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,Not Reported/ Can not calculate,0.63492,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,3.57000,785,1.35565,No,1079.36508,1.70000,49.52381,Not Reported/ Can not calculate,,0.9--3.3,2.10000,20200713,Type B fiber,2017.0,Floating Catalyst,Degassed,,,Unsorted,8.20000,1582.80000,770.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2017 High thermal conductivities of carbon nanotube films and micro-fibres and their dependence on morphology,,-0.1972805581,,3.0331683633,0.2304489214,1.6948140446,0.5526682161,0.1321468431,0.3222192947,0.9138138524,2.8864907252,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,,,,,,,2.10000,0.32222,,CNT,sub-micron,Not reported/Can not calculate,Not reported/Can not calculate
Diamond,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200709,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,3320.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2017 High thermal conductivities of carbon nanotube films and micro-fibres and their dependence on morphology,,,,,,,,,,,3.5211380837,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,Other Carbon,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,1.20000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,No,3700.00000,Not Reported/ Can not calculate,33.60000,4440.00000,Not Reported/ Can not calculate,1--2,1.50000,20200406,"Twisted, then rolled",2017.0,Floating Catalyst,Twist and compressed,,,Unsorted ,10.00000,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2017 High-strength carbon nanotube fibers by twist-induced self strengthening,0.079181246,,,3.5682017241,,1.5263392774,,,0.1760912591,1.0,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,10000.00000,4.00000,10000.00000,4.0,,CNT,large,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,8.50000,1.50000,5.50000,Not Reported/ Can not calculate,0.996,XRD Herman,6.3,X ray,32.00000,785,12.15146,Yes,2400.00000,1.62000,250.00000,20400.00000,8.91000,1.5--2.5,2.00000,20200510,Best Rice process so far,2017.0,Liquid Extrusion ,Acid Processed,,,Unsorted,20.00000,1590.00000,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2017 Influence of Carbon Nanotube Characteristics on Macroscopic Fiber Properties,0.9294189257,0.1760912591,0.7403626895,3.3802112417,0.2095150145,2.3979400087,1.5051499783,1.0846286053,0.3010299957,1.3010299957,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20000.00000,4.30103,20000.00000,4.30103,,CNT,large,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,0.79975,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,5.03311,785,1.91124,Yes,149.65695,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200510,,2017.0,Liquid Extrusion ,Acid Processed,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2017 Influence of Carbon Nanotube Characteristics on Macroscopic Fiber Properties,-0.0970468646,,,2.1750968896,,,0.701836645,0.281315272,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,4.36066,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,9.33775,785,3.54585,Yes,878.86725,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200510,,2017.0,Liquid Extrusion ,Acid Processed,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2017 Influence of Carbon Nanotube Characteristics on Macroscopic Fiber Properties,0.6395517595,,,2.9439232833,,,0.9702421654,0.5497207923,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,2.38875,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,10.33113,785,3.92307,Yes,1138.06260,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200510,,2017.0,Liquid Extrusion ,Acid Processed,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2017 Influence of Carbon Nanotube Characteristics on Macroscopic Fiber Properties,0.3781708125,,,3.0561661532,,,1.0141476511,0.593626278,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,2.89180,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,15.89404,785,6.03550,Yes,654.90466,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200510,,2017.0,Liquid Extrusion ,Acid Processed,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2017 Influence of Carbon Nanotube Characteristics on Macroscopic Fiber Properties,0.461168744,,,2.8161780781,,,1.2012342944,0.7807129214,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
Aligned Few-wall CNTs,4.20220,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,16.55629,785,6.28697,Yes,767.79092,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,20200510,,2017.0,Liquid Extrusion ,Acid Processed,,,Unsorted,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,2017 Influence of Carbon Nanotube Characteristics on Macroscopic Fiber Properties,0.6234765226,,,2.8852429693,,,1.2189630614,0.7984416884,,,,,,,,,,,,,,,,,,,,,,,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,,Not Reported/ Can not calculate,Not Reported/ Can not calculate,,,Not Reported/ Can not calculate,,,CNT,Not reported/Can not calculate,Not reported/Can not calculate,Not reported/Can not calculate
